name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Delhi,24-03-2023,31.8,19.8,25.7,29.9,19.8,25.2,10.3,40.6,1.1,76.2,20.83,rain,0,0,45,28.8,139.6,1007.6,58.1,23.5,211.4,18.4,9,10,2023-03-24T06:21:02,2023-03-24T18:34:30,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,
Delhi,25-03-2023,30.6,18.9,24.6,28.6,18.9,24.1,9.1,40.9,0.5,76.2,16.67,rain,0,0,29.2,19.1,16,1010,10.1,24.1,254,21.8,9,10,2023-03-25T06:19:53,2023-03-25T18:35:04,0.11,Rain,Clear conditions throughout the day with a chance of rain.,rain,
Delhi,26-03-2023,31.6,19.2,25.4,29.4,19.2,24.6,5.5,30.9,0,4.8,0,,0,0,24.5,16.2,336,1009.5,0.2,24.1,299.9,26,9,10,2023-03-26T06:18:43,2023-03-26T18:35:38,0.15,Clear,Clear conditions throughout the day.,clear-day,
Delhi,27-03-2023,32.8,21.6,27.2,30.5,21.6,26.2,3.6,22.6,0,0,0,,0,0,30.2,14,288.1,1007.9,1.1,24.1,266,23,9,10,2023-03-27T06:17:33,2023-03-27T18:36:11,0.18,Clear,Clear conditions throughout the day.,clear-day,
Kolkata,22-03-2023,32.2,21,25.9,33.2,21,26.3,18.9,68.1,2.5,0,16.67,rain,0,0,22,12.2,219.1,1007.8,43.9,12.6,237.1,20.5,9,30,2023-03-22T05:39:12,2023-03-22T17:48:13,0.02,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"VECC,remote"
Kolkata,23-03-2023,34.4,23.2,28,33.1,23.2,27.6,16,52.1,0,0,0,,0,0,34.2,16.6,212.4,1007,24.8,24.1,232.5,20,10,10,2023-03-23T05:38:15,2023-03-23T17:48:35,0.05,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
Kolkata,24-03-2023,36.4,23.7,28.9,34.6,23.7,28.8,16.8,52.5,0,0,0,,0,0,38.2,22,204.8,1007.8,18.8,24.1,266.6,23.1,10,10,2023-03-24T05:37:17,2023-03-24T17:48:56,0.08,Clear,Clear conditions throughout the day.,clear-day,
Kolkata,25-03-2023,37.9,24.4,29.5,37.2,24.4,30.4,19.7,59.8,0,0,0,,0,0,43.9,27,197.4,1007.5,16.2,24.1,258.8,22.4,10,15,2023-03-25T05:36:20,2023-03-25T17:49:18,0.11,Clear,Clear conditions throughout the day.,clear-day,
Kolkata,26-03-2023,39.2,25.2,30.8,37.8,25.2,31.7,19.4,56.9,0,0,0,,0,0,44.6,24.8,194.6,1005.8,15,24.1,271.3,23.4,10,30,2023-03-26T05:35:22,2023-03-26T17:49:39,0.15,Clear,Clear conditions throughout the day.,clear-day,
Kolkata,27-03-2023,35.7,26.3,30.3,34.2,26.3,30.5,16.9,47.6,0.2,4.8,8.33,rain,0,0,41,24.1,194.3,1006.1,73.1,24.1,190.1,16.5,7,30,2023-03-27T05:34:25,2023-03-27T17:50:00,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Kolkata,28-03-2023,36.8,26.7,30.7,37.6,26.7,32.2,19.2,52.2,0,4.8,0,,0,0,43.4,25.2,198.8,1005.7,36.6,24.1,240.6,20.7,8,60,2023-03-28T05:33:28,2023-03-28T17:50:21,0.21,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
Kolkata,29-03-2023,38.3,25.4,30.4,37.3,25.4,31.7,20.1,59.6,0,9.5,0,,0,0,43.9,26.3,190.2,1006.1,17.1,24.1,284.1,24.3,9,60,2023-03-29T05:32:31,2023-03-29T17:50:42,0.25,Clear,Clear conditions throughout the day.,clear-day,
Kolkata,30-03-2023,34.5,26.5,29.6,38.3,26.5,32.8,22.7,68,0.1,9.5,4.17,rain,0,0,48.7,28.1,190.2,1007.2,18,24.1,296.3,25.5,9,75,2023-03-30T05:31:33,2023-03-30T17:51:03,0.28,Clear,Clear conditions throughout the day.,clear-day,
Kolkata,31-03-2023,35.4,25.4,29.7,39.5,25.4,32.2,22.6,67.7,0,14.3,0,,0,0,49,29.2,185.3,1006.2,19.2,24.1,279.9,24,9,100,2023-03-31T05:30:36,2023-03-31T17:51:24,0.31,Clear,Clear conditions throughout the day.,clear-day,
Kolkata,01-04-2023,39.1,24.4,29.1,40.4,24.4,30.1,19.7,60,11.7,28.6,8.33,rain,0,0,37.8,25.2,181.4,1005.3,61.9,21.4,273,23.7,9,75,2023-04-01T05:29:40,2023-04-01T17:51:45,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Kolkata,02-04-2023,36.9,24.5,29.2,36.6,24.5,29.7,19,58,2.4,33.3,4.17,rain,0,0,28.4,17.3,96.1,1005.5,28.9,24.1,265.3,23.1,8,30,2023-04-02T05:28:43,2023-04-02T17:52:07,0.37,Partially cloudy,Partly cloudy throughout the day with storms possible.,partly-cloudy-day,
Kolkata,03-04-2023,35.9,24.7,28.4,36.6,24.7,28.8,18.5,57.8,0.5,33.3,8.33,rain,0,0,40.7,30.6,170.5,1007.2,54.9,24.1,229.4,19.8,8,75,2023-04-03T05:27:47,2023-04-03T17:52:28,0.41,Partially cloudy,Partly cloudy throughout the day with strong storms possible.,partly-cloudy-day,
Kolkata,04-04-2023,37,24.6,28.9,36.4,24.6,29.2,17.8,54.1,2.4,23.8,8.33,rain,0,0,32.8,19.1,164.1,1007.1,81.5,24.1,270,23.4,9,30,2023-04-04T05:26:50,2023-04-04T17:52:49,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Kolkata,05-04-2023,36.7,25.7,29.8,37.4,25.7,31.2,20.6,60.4,0,9.5,0,,0,0,39.2,23.4,187.9,1006.8,23,24.1,260.8,22.5,9,60,2023-04-05T05:25:54,2023-04-05T17:53:10,0.47,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
Pune,22-03-2023,30.1,17.2,23.1,28.5,17.2,22.8,11.9,54.1,0,0,0,,0,0,25.6,24.5,297.8,1011,34.9,24.1,297.5,25.6,10,10,2023-03-22T06:37:29,2023-03-22T18:46:00,0.02,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
Pune,23-03-2023,31.8,17.9,24.1,29.7,17.9,23.6,11.2,49.3,0,0,0,,0,0,23,25.2,308.1,1010.7,5,24.1,301.7,26,10,10,2023-03-23T06:36:39,2023-03-23T18:46:14,0.05,Clear,Clear conditions throughout the day.,clear-day,
Pune,24-03-2023,32.9,19.1,25.1,30.7,19.1,24.5,12.3,50.5,0,0,0,,0,0,29.2,25.2,309,1010.4,11.8,24.1,300.9,26,10,10,2023-03-24T06:35:49,2023-03-24T18:46:28,0.08,Clear,Clear conditions throughout the day.,clear-day,
Pune,25-03-2023,34,20.1,25.8,31.8,20.1,25.1,9.2,37.2,0,4.8,0,,0,0,23.4,26.6,306.7,1010.6,2.9,24.1,301.4,26.1,10,10,2023-03-25T06:34:59,2023-03-25T18:46:41,0.11,Clear,Clear conditions throughout the day.,clear-day,
Pune,26-03-2023,33.6,19.3,25.4,31.1,19.3,24.7,7.7,37.1,0,0,0,,0,0,22,23.4,266.7,1010.4,32.5,24.1,303,26.1,10,10,2023-03-26T06:34:10,2023-03-26T18:46:55,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Pune,27-03-2023,33.1,17.4,24.5,30.6,17.4,23.8,6.9,39.1,0,0,0,,0,0,15.1,16.6,271.3,1010.3,46.1,24.1,317,27.6,10,10,2023-03-27T06:33:20,2023-03-27T18:47:08,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Pune,28-03-2023,33.8,18.7,25.2,31.3,18.7,24.5,9.9,44.1,0,0,0,,0,0,19.1,24.8,253.8,1010.5,2.4,24.1,312.9,27.3,10,10,2023-03-28T06:32:30,2023-03-28T18:47:22,0.21,Clear,Clear conditions throughout the day.,clear-day,
Pune,29-03-2023,33.9,18.1,25.1,31.4,18.1,24.4,9.4,43.7,0,0,0,,0,0,21.2,22,259.2,1010.4,0.8,24.1,315.6,27,10,10,2023-03-29T06:31:41,2023-03-29T18:47:35,0.25,Clear,Clear conditions throughout the day.,clear-day,
Pune,30-03-2023,34.7,18.7,25.6,32.1,18.7,24.8,7.5,36.2,0,0,0,,0,0,25.6,23.8,263.9,1010.4,0.8,24.1,313.6,27,10,10,2023-03-30T06:30:51,2023-03-30T18:47:49,0.28,Clear,Clear conditions throughout the day.,clear-day,
Pune,31-03-2023,34.4,19.2,25.8,32.1,19.2,25,9.6,40.1,0,0,0,,0,0,24.8,22,270.8,1010.7,5.7,24.1,308.5,26.4,10,10,2023-03-31T06:30:02,2023-03-31T18:48:02,0.31,Clear,Clear conditions throughout the day.,clear-day,
Pune,01-04-2023,31.1,19.6,25.2,29.6,19.6,24.8,13.9,53.4,0.1,0,4.17,rain,0,0,14.8,14.8,292.1,1010.5,28.7,24.1,220.8,19.2,7,10,2023-04-01T06:29:13,2023-04-01T18:48:16,0.34,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
Pune,02-04-2023,32.9,19,25.2,30.8,19,24.5,9.7,41.5,0,0,0,,0,0,28.1,23,271,1008.9,13.3,24.1,290.5,24.9,9,10,2023-04-02T06:28:24,2023-04-02T18:48:29,0.37,Clear,Clear conditions throughout the day.,clear-day,
Pune,03-04-2023,33.5,18.1,25,31,18.1,24.2,6.7,36.5,0,0,0,,0,0,27.7,23.8,260.7,1010,34.4,24.1,315.5,27.3,10,10,2023-04-03T06:27:35,2023-04-03T18:48:43,0.41,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
Pune,04-04-2023,33.8,17.6,24.8,31.3,17.6,24.1,9.7,45.7,0,4.8,0,,0,0,24.5,24.8,264.7,1010.3,0.4,24.1,315.8,27.3,10,10,2023-04-04T06:26:46,2023-04-04T18:48:57,0.44,Clear,Clear conditions throughout the day.,clear-day,
Pune,05-04-2023,33.8,17.7,25,31.4,17.7,24.3,11.8,50.7,0,4.8,0,,0,0,20.9,27,272.3,1009.8,2.5,24.1,311.5,26.7,10,10,2023-04-05T06:25:58,2023-04-05T18:49:10,0.47,Clear,Clear conditions throughout the day.,clear-day,
